event_date,search_query,query_intent_category,landing_page_url,page_title,device_type,user_country,user_language,traffic_referrer,user_id,session_id,rank_position,serp_impressions,serp_clicks,click_through_rate,dwell_time_seconds,bounced_session,serp_feature,is_brand_query
2025-07-14,what is python,informational,https://blog.example.com/utbqz,What Is Python – Reviews,mobile,US,en-GB,google_discover,u_16371b26,s_10cabcae,9,1,0,0.0,0,True,faq,False
2025-07-14,what is python,informational,https://www.example.com/heqaqu/adnl/fzfilk,What Is Python | Docs,mobile,DE,en,google_discover,u_930165ae,s_7e673e1a,11,3,0,0.0,0,True,faq,False
2025-07-14,what is python,informational,https://docs.example.com/xfrdfvk/cozddpw/kdeqe,What Is Python – Ultimate Guide,mobile,FR,en,google_discover,u_690ff95d,s_3368f312,9,5,0,0.0,0,True,faq,False
2025-07-14,what is router,informational,https://shop.example.com/dtrbyrz/qhlenjnr,What Is Router,desktop,CA,en,google_news,u_54222d4f,s_a9c8f31e,1,7,1,0.1429,96,False,localpack,False
2025-07-14,youtube,informational,https://www.example.com/fpsmhh,Youtube – Reviews,desktop,DE,en,google,u_02c07194,s_3f524875,26,6,0,0.0,0,True,sitelinks,False
2025-07-15,bank,informational,https://docs.example.com/rpnwbt/hoab/byfi,Bank – Reviews,desktop,IN,en,google,u_8e58287b,s_c1a65c33,15,4,0,0.0,0,True,faq,False
2025-07-15,bank,informational,https://support.example.com/xqumf/tljo,Bank | Docs,mobile,IN,en-GB,google_news,u_2463fd1c,s_921b7856,32,4,0,0.0,0,True,faq,False
2025-07-15,bank,informational,https://shop.example.com/jhnlao,Bank | Pricing,desktop,IN,en-US,google,u_14887e47,s_eaca666b,45,7,1,0.1429,154,False,faq,False
2025-07-15,benefits of credit card,informational,https://docs.example.com/wbujl/nzodz,Benefits Of Credit Card – Reviews,desktop,US,en-GB,google_images,u_466d4939,s_59cb7621,50,2,0,0.0,0,True,sitelinks,False
2025-07-15,benefits of credit card,informational,https://www.example.com/gimalfl/vwjgycxu,Benefits Of Credit Card – Ultimate Guide,mobile,US,en-GB,google_images,u_c124fccc,s_62780e1a,19,3,0,0.0,0,True,sitelinks,False
2025-07-15,benefits of credit card,informational,https://shop.example.com/bflhsofnc/wvhsivqw,Benefits Of Credit Card | Pricing,mobile,US,en,google,u_0af059f2,s_5f768caf,9,3,1,0.3333,85,False,sitelinks,False
2025-07-15,benefits of credit card,informational,https://blog.example.com/gwvh/gqnxhlk/inkguwtewb,Benefits Of Credit Card,desktop,US,en,google_discover,u_c82c5074,s_1c83bf2d,42,5,0,0.0,0,True,sitelinks,False
2025-07-15,benefits of credit card,informational,https://www.example.com/zfnov/tryh/woqgblbhu,Benefits Of Credit Card | Official Site,desktop,IN,en,google_news,u_81cc385c,s_1483f22c,31,3,0,0.0,0,True,sitelinks,False
2025-07-15,benefits of credit card,informational,https://www.example.com/uoyeisraeh/jwhsrsrt,Benefits Of Credit Card – Ultimate Guide,mobile,US,en-GB,google_discover,u_cb00d1ad,s_54cd6361,10,3,1,0.3333,89,False,sitelinks,False
2025-07-15,benefits of credit card,informational,https://news.example.com/vnwpmdwqvq/bdiy,Benefits Of Credit Card | Pricing,mobile,US,en,google_news,u_47c73823,s_04db061a,4,3,0,0.0,0,True,sitelinks,False
2025-07-15,benefits of redis,informational,https://support.example.com/egwoueds/nhiymiiik/ojmvk,Benefits Of Redis – Reviews,mobile,US,pt,google_discover,u_eb2125ad,s_354b8414,7,3,1,0.3333,86,False,news,False
2025-07-15,benefits of redis,informational,https://news.example.com/wwvtwj,Benefits Of Redis – Ultimate Guide,desktop,US,en-GB,google_news,u_56cbb3a8,s_43ca440b,35,4,0,0.0,0,True,news,False
2025-07-15,best credit card,informational,https://www.example.com/utsfmnu/xnae,Best Credit Card | Pricing,desktop,US,en,google,u_ded06063,s_6935656a,2,3,3,1.0,85,False,sitelinks,False
2025-07-15,best insurance,informational,https://blog.example.com/sfcndjrlqs/qneupag/pdvnr,Best Insurance – Ultimate Guide,mobile,BR,en,google_discover,u_ea2d4b9c,s_76a5b378,1,1,1,1.0,81,False,faq,False
2025-07-15,best python,informational,https://news.example.com/bqbautkhlw,Best Python | Pricing,desktop,GB,en,google_news,u_5094b1a8,s_d84f62cc,25,1,0,0.0,0,True,faq,False
2025-07-15,best python,informational,https://docs.example.com/sarxpfjbc/mtdhommgk/tpvk,Best Python | Docs,mobile,IN,en,google,u_533bc7f8,s_55512e50,36,6,0,0.0,0,True,faq,False
2025-07-15,best way to fpga,informational,https://docs.example.com/haxor/pueoep/hggyjf,Best Way To Fpga | Official Site,mobile,US,en,google_images,u_00b11e3a,s_6b7e1710,20,7,0,0.0,0,True,image,False
2025-07-15,best way to insurance,informational,https://support.example.com/tuynf/ivtqnolcy,Best Way To Insurance – Ultimate Guide,desktop,GB,en-US,google_images,u_ea8a048b,s_21486e57,4,3,1,0.3333,98,False,image,False
2025-07-15,best way to insurance,informational,https://support.example.com/hvjo/tokpmti/bxodwlujsk,Best Way To Insurance – Ultimate Guide,mobile,US,en-GB,google_discover,u_6f92590a,s_9a2c2c66,1,3,3,1.0,79,False,image,False
2025-07-15,best way to laptop,informational,https://shop.example.com/fmgobssff/afeo,Best Way To Laptop – Ultimate Guide,mobile,GB,en-GB,google_images,u_83845ea8,s_443cd38b,28,4,1,0.25,118,False,localpack,False
2025-07-15,best way to laptop,informational,https://support.example.com/msfcqlvt/mbsyigjblf,Best Way To Laptop,tablet,US,en,google,u_9d578ab0,s_f9285065,29,4,0,0.0,0,True,localpack,False
2025-07-15,buy c++,transactional,https://shop.example.com/jjpoigmlvm/tnuvzs/iyoxj,Buy C++ – Reviews,mobile,US,en,google_discover,u_b013e1be,s_7421b1cb,7,1,0,0.0,0,True,sitelinks,False
2025-07-15,buy climate change,transactional,https://support.example.com/sidtszvagk,Buy Climate Change | Pricing,desktop,IN,en,google_news,u_7fc6c49c,s_2eba9399,1,4,1,0.25,59,False,shopping,False
2025-07-15,buy climate change,transactional,https://blog.example.com/axzpmqgk/ewipvfk,Buy Climate Change – Reviews,mobile,CA,en,google_discover,u_f0ceae47,s_27f6428d,21,2,1,0.5,91,False,shopping,False
2025-07-15,buy insurance,transactional,https://docs.example.com/fruzhs/cdsxuofwlo/zpgpkfych,Buy Insurance,desktop,US,de,google_images,u_b6ded33e,s_2aefdc0f,4,2,2,1.0,62,False,localpack,False
2025-07-15,c++ amazon,informational,https://support.example.com/hnsfzrvk/inoz,C++ Amazon – Reviews,desktop,US,en,google_news,u_5a7cdbac,s_2a0c0e7f,19,4,0,0.0,0,True,faq,False
2025-07-15,coupon c++,transactional,https://blog.example.com/tobsqdo/mbziyuwkma/cfeu,Coupon C++ – Reviews,mobile,US,en,google_images,u_65a031b0,s_40ecb861,5,6,2,0.3333,53,True,video,False
2025-07-15,coupon coffee,transactional,https://blog.example.com/klslrxi/auwtswnhh/slacggj,Coupon Coffee | Pricing,desktop,FR,en,google_news,u_6e6f1ed7,s_76e5d434,5,5,1,0.2,80,False,sitelinks,False
2025-07-15,coupon credit card,transactional,https://docs.example.com/ezonk,Coupon Credit Card | Official Site,mobile,DE,en,google_discover,u_fa90f10c,s_dadefb03,43,3,0,0.0,0,True,news,False
2025-07-15,coupon fpga,transactional,https://docs.example.com/xkwiasr,Coupon Fpga | Official Site,mobile,US,en,google_discover,u_9e7062d2,s_eb12c106,29,3,1,0.3333,141,False,sitelinks,False
2025-07-15,credit card wikipedia,informational,https://docs.example.com/bmcmsbxhw,Credit Card Wikipedia | Pricing,mobile,BR,en-US,google_news,u_ef566317,s_db04d328,42,10,1,0.1,126,False,sitelinks,False
2025-07-15,discount headphones,transactional,https://shop.example.com/rabkd,Discount Headphones – Ultimate Guide,mobile,IN,en,google_images,u_76fad49b,s_71d7281c,46,5,3,0.6,113,False,shopping,False
2025-07-15,discount ssd,transactional,https://shop.example.com/zbeqfjqt/kiansg,Discount Ssd – Ultimate Guide,mobile,IN,en-GB,google_images,u_bd3ed118,s_82728b7f,5,2,0,0.0,0,True,none,False
2025-07-15,discount ssd,transactional,https://www.example.com/znhwbtwut,Discount Ssd | Docs,mobile,BR,fr,google_images,u_6ccbd6ff,s_d0feebb5,1,1,1,1.0,69,False,none,False
2025-07-15,discount ssd,transactional,https://www.example.com/ovffb/lbyr/ikdrgm,Discount Ssd | Docs,mobile,CA,en,google_news,u_2923b179,s_110da177,38,1,0,0.0,0,True,none,False
2025-07-15,facebook login,navigational,https://shop.example.com/fvak/vkatdtu/wmaaeqd,Facebook Login | Docs,tablet,CA,en,google_discover,u_5346efb4,s_beae1f29,40,1,0,0.0,0,True,video,True
2025-07-15,fpga gmail,informational,https://blog.example.com/wrlrmtyw,Fpga Gmail,desktop,US,en,google_images,u_b0c6f6cc,s_f3a671cc,3,1,0,0.0,0,True,image,True
2025-07-15,guide to coffee,informational,https://news.example.com/aqvngde/hpdhsohcfz,Guide To Coffee – Ultimate Guide,desktop,US,en-GB,google_discover,u_9d09c1ad,s_7bb80d0a,28,4,0,0.0,0,True,sitelinks,False
2025-07-15,guide to coffee,informational,https://www.example.com/iqcudb/ekcg,Guide To Coffee,mobile,FR,en,google_images,u_25aa2dd2,s_562960de,1,3,0,0.0,0,True,sitelinks,False
2025-07-15,guide to coffee,informational,https://www.example.com/urnvucrftr/jkprkcneil/ycbicjx,Guide To Coffee | Official Site,desktop,AU,en,google_discover,u_acc0880e,s_917096e2,33,2,0,0.0,0,True,sitelinks,False
2025-07-15,guide to coffee,informational,https://docs.example.com/xlylb/brzgl,Guide To Coffee | Official Site,tablet,JP,en,google_discover,u_8615480f,s_6e1aac32,9,11,1,0.0909,96,False,sitelinks,False
2025-07-15,guide to headphones,informational,https://news.example.com/cmpdnb,Guide To Headphones – Reviews,desktop,IN,en-GB,google_discover,u_3f1ecf6b,s_ad299c3c,11,2,0,0.0,0,True,news,False
2025-07-15,guide to headphones,informational,https://www.example.com/zrsxbhysfa/kdkzsezznk,Guide To Headphones – Ultimate Guide,mobile,US,en-GB,google_images,u_7235b66f,s_56eec3f3,2,4,0,0.0,0,True,news,False
2025-07-15,guide to laptop,informational,https://blog.example.com/vmalnft/rultthzs/cyft,Guide To Laptop – Reviews,mobile,US,en,google_discover,u_f4005f7a,s_0fb8d8e7,24,4,0,0.0,0,True,news,False
2025-07-15,how to c++,informational,https://docs.example.com/llazcwwdkz/hjbzd/kqrrbnhgsd,How To C++ – Ultimate Guide,mobile,US,en,google_images,u_ed6a44b6,s_a5e4ba73,42,1,0,0.0,0,True,sitelinks,False
2025-07-15,how to c++,informational,https://support.example.com/dqgywuyse/bkro/pcklbh,How To C++ – Ultimate Guide,desktop,GB,en,google_discover,u_e727b725,s_bc72c409,9,5,0,0.0,0,True,sitelinks,False
2025-07-15,how to c++,informational,https://support.example.com/spgotox/ryyqjr/zhkv,How To C++ | Docs,desktop,GB,pt,google_news,u_655f9528,s_e9407245,9,1,0,0.0,0,True,sitelinks,False
2025-07-15,how to climate change,informational,https://shop.example.com/utlcrpya/qgeqoywjv/iraoemi,How To Climate Change | Docs,desktop,US,en-GB,google_images,u_bf0514f1,s_301b1982,47,1,0,0.0,0,True,news,False
2025-07-15,how to credit card,informational,https://www.example.com/luccopyc,How To Credit Card – Reviews,desktop,US,en-US,google_discover,u_8dbd8528,s_c32b5f07,9,6,1,0.1667,90,False,shopping,False
2025-07-15,how to insurance,informational,https://news.example.com/fgrahf/dbevtfhmbr/cbvlux,How To Insurance – Reviews,desktop,US,en,google,u_54669515,s_1b809f4d,1,2,1,0.5,70,False,video,False
2025-07-15,how to python,informational,https://docs.example.com/dgelmjhfzo/psnlhyp/bqekebbbyh,How To Python | Pricing,desktop,IN,en-US,google_news,u_cf31a139,s_05a956d8,8,2,1,0.5,96,False,faq,False
2025-07-15,how to ssd,informational,https://shop.example.com/wsayojttzy,How To Ssd | Docs,mobile,AU,en,google_images,u_fbfd0530,s_fb195d00,34,2,0,0.0,0,True,shopping,False
2025-07-15,insurance amazon,informational,https://docs.example.com/odnzmm,Insurance Amazon – Ultimate Guide,desktop,US,en,google_discover,u_999ae92f,s_d275dd66,40,5,0,0.0,0,True,faq,False
2025-07-15,near me pizza,local,https://news.example.com/pbadetnlpz,Near Me Pizza – Ultimate Guide,desktop,FR,en-US,google_images,u_e70ef32a,s_917e1cf0,32,3,1,0.3333,69,False,image,False
2025-07-15,near me python,local,https://blog.example.com/fhbxqnt,Near Me Python – Reviews,mobile,DE,en,google,u_c6d2981a,s_af1bd09a,10,2,0,0.0,0,True,sitelinks,False
2025-07-15,redis closest,informational,https://support.example.com/piioic/ksllg,Redis Closest | Official Site,mobile,US,en,google,u_72672dc4,s_cfb5e97c,5,3,1,0.3333,94,False,none,False
2025-07-15,router directions,local,https://shop.example.com/bkht,Router Directions – Ultimate Guide,desktop,US,en,google,u_cc7d4e40,s_e3197980,13,2,0,0.0,0,True,news,False
2025-07-15,router wikipedia,informational,https://blog.example.com/xwliihc/cmtmetwqtp,Router Wikipedia – Ultimate Guide,mobile,US,en-GB,google_discover,u_ae0eee2a,s_5a718ead,5,4,1,0.25,108,False,shopping,False
2025-07-15,ssd bank,informational,https://support.example.com/whqxnmmt,Ssd Bank | Official Site,tablet,CA,en,google,u_9c9ead7b,s_4816dbe7,17,3,0,0.0,0,True,news,False
2025-07-15,ssd wikipedia,informational,https://shop.example.com/ehipukpx/eidofzmyo,Ssd Wikipedia – Reviews,mobile,DE,en-GB,google_news,u_54df990f,s_8fa8e6c3,2,1,1,1.0,62,False,localpack,False
2025-07-15,ssd wikipedia,informational,https://blog.example.com/hgpftsqmak,Ssd Wikipedia,mobile,US,en,google_images,u_1212797b,s_ba2b26e5,31,2,0,0.0,0,True,localpack,False
2025-07-15,tutorial coffee,informational,https://support.example.com/xocwurumg/sgwg/rtgmokp,Tutorial Coffee – Reviews,mobile,CA,en,google,u_72b7731e,s_2817796a,6,3,0,0.0,0,True,localpack,False
2025-07-15,tutorial credit card,informational,https://docs.example.com/ayrosv/cnpdmm/srpytti,Tutorial Credit Card | Official Site,mobile,DE,en,google_images,u_eb2e5af5,s_c384423e,21,5,1,0.2,109,False,news,False
2025-07-15,tutorial pizza,informational,https://blog.example.com/omajz,Tutorial Pizza – Reviews,mobile,DE,en,google_images,u_d7a96ad1,s_85bfae6f,1,3,1,0.3333,70,False,faq,False
2025-07-15,tutorial pizza,informational,https://docs.example.com/lgkqnbhr/wiiwgs,Tutorial Pizza | Docs,mobile,US,en-US,google,u_3993304b,s_bbb6f3d3,40,1,0,0.0,0,True,faq,False
2025-07-15,tutorial pizza,informational,https://docs.example.com/gixppbmzya,Tutorial Pizza – Ultimate Guide,desktop,IN,en,google_images,u_94530bd0,s_6853bc05,19,2,0,0.0,0,True,faq,False
2025-07-15,tutorial pizza,informational,https://blog.example.com/wnwy,Tutorial Pizza | Pricing,desktop,IN,en,google_discover,u_9d4165eb,s_b8dbd746,9,4,1,0.25,122,False,faq,False
2025-07-15,tutorial pizza,informational,https://www.example.com/rgmu/ibzbj,Tutorial Pizza – Ultimate Guide,mobile,DE,en,google,u_6bc657b2,s_daf68f3b,10,2,0,0.0,0,True,faq,False
2025-07-15,tutorial pizza,informational,https://shop.example.com/xagqz,Tutorial Pizza | Docs,mobile,IN,pt,google,u_2d58a41c,s_ea9d4205,24,2,0,0.0,0,True,faq,False
2025-07-15,tutorial pizza,informational,https://news.example.com/mjeg,Tutorial Pizza | Official Site,mobile,CA,en,google_images,u_5e3ab527,s_ad8ca971,36,12,2,0.1667,130,False,faq,False
2025-07-15,tutorial pizza,informational,https://www.example.com/arwuyxljmz/aztadg,Tutorial Pizza,mobile,AU,en-US,google_discover,u_7915175a,s_86fe08bc,22,1,0,0.0,0,True,faq,False
2025-07-15,tutorial pizza,informational,https://news.example.com/gwstsbx/bvfhlbu/sukx,Tutorial Pizza,mobile,IN,en-GB,google_images,u_8c4e68b8,s_77d0ea25,14,2,0,0.0,0,True,faq,False
2025-07-15,tutorial pizza,informational,https://news.example.com/ywkprfblp/rjej/zccx,Tutorial Pizza – Reviews,desktop,CA,fr,google_news,u_cf1352a2,s_9f2d0b88,33,2,0,0.0,0,True,faq,False
2025-07-15,tutorial pizza,informational,https://shop.example.com/jvzjegbue/uyxephqtlz,Tutorial Pizza,desktop,DE,de,google_news,u_648a97d9,s_e1baa89f,6,6,2,0.3333,101,False,faq,False
2025-07-15,tutorial pizza,informational,https://www.example.com/gslvqha/jyvsk/jsjb,Tutorial Pizza | Official Site,desktop,CA,pt,google_images,u_ef7b571d,s_0aefacf6,50,2,0,0.0,0,True,faq,False
2025-07-15,tutorial pizza,informational,https://news.example.com/rmkyc/ijnbzay/ejgoduxidd,Tutorial Pizza | Pricing,desktop,US,pt,google_news,u_6c9fa3a7,s_dc61091b,13,5,0,0.0,0,True,faq,False
2025-07-15,tutorial pizza,informational,https://support.example.com/nzgrlcgbs,Tutorial Pizza | Docs,desktop,JP,en,google_images,u_f5e27f48,s_0630ee36,13,5,1,0.2,96,False,faq,False
2025-07-15,tutorial pizza,informational,https://blog.example.com/ewhvayzzd/tlja,Tutorial Pizza,mobile,US,en-GB,google_discover,u_fe747994,s_aebf2ce9,40,8,0,0.0,0,True,faq,False
2025-07-15,tutorial pizza,informational,https://support.example.com/uvxagkxz,Tutorial Pizza – Ultimate Guide,mobile,IN,en,google_discover,u_822cd97f,s_f9d24a50,19,2,0,0.0,0,True,faq,False
2025-07-15,tutorial pizza,informational,https://blog.example.com/dqnwpttwpk/qqsdxbvyp/tbzq,Tutorial Pizza,desktop,IN,en,google_images,u_6426f506,s_ce7599f8,10,2,0,0.0,0,True,faq,False
2025-07-15,tutorial pizza,informational,https://www.example.com/kethxrxscb/vvxn/inchh,Tutorial Pizza | Official Site,mobile,US,en,google_images,u_055bce8a,s_7cea60fb,8,2,0,0.0,0,True,faq,False
2025-07-15,tutorial pizza,informational,https://shop.example.com/mdjbtmj,Tutorial Pizza – Reviews,desktop,US,en,google_news,u_7b67c83b,s_2f2e4975,25,3,1,0.3333,116,False,faq,False
2025-07-15,tutorial pizza,informational,https://shop.example.com/pacca/zqaoq,Tutorial Pizza | Docs,desktop,US,en-GB,google,u_626036dc,s_2c005be7,15,3,0,0.0,0,True,faq,False
2025-07-15,tutorial pizza,informational,https://news.example.com/tkoiojrje,Tutorial Pizza,mobile,BR,en,google_news,u_357d4624,s_85d70fe9,27,1,0,0.0,0,True,faq,False
2025-07-15,tutorial pizza,informational,https://shop.example.com/asmpd/lwtfeae/fyhgp,Tutorial Pizza,mobile,DE,fr,google_images,u_f33b62c8,s_3bd041d5,8,2,2,1.0,75,False,faq,False
2025-07-15,tutorial pizza,informational,https://blog.example.com/hhcd/fmrcttwxi,Tutorial Pizza – Ultimate Guide,mobile,JP,en-US,google_images,u_c0e269ff,s_8df764e1,41,2,0,0.0,0,True,faq,False
2025-07-15,tutorial pizza,informational,https://support.example.com/ssuluftwgw/jcixbxmrpg,Tutorial Pizza – Ultimate Guide,desktop,DE,en,google_images,u_77af497c,s_3ec3449b,27,4,0,0.0,0,True,faq,False
2025-07-15,tutorial pizza,informational,https://news.example.com/szkuy/deacjknmi/yjsyzqboy,Tutorial Pizza – Ultimate Guide,desktop,DE,en-US,google_news,u_4c1ddbd9,s_cb600440,5,4,0,0.0,0,True,faq,False
2025-07-15,tutorial pizza,informational,https://news.example.com/qsmg/icmx,Tutorial Pizza – Reviews,desktop,CA,en,google_discover,u_58e54bfd,s_b683be32,16,5,0,0.0,0,True,faq,False
2025-07-15,tutorial pizza,informational,https://blog.example.com/ddedjz/kmzmuzcryr,Tutorial Pizza – Ultimate Guide,mobile,IN,pt,google_images,u_b618a0aa,s_b220dc7f,14,8,1,0.125,96,False,faq,False
2025-07-15,tutorial pizza,informational,https://shop.example.com/woui/drrau,Tutorial Pizza | Pricing,desktop,US,pt,google,u_19069381,s_b1a50ce6,19,4,2,0.5,126,False,faq,False
2025-07-15,what is c++,informational,https://news.example.com/cnza,What Is C++ | Docs,desktop,BR,en,google_discover,u_be00fd3e,s_85790cd0,16,2,1,0.5,122,False,sitelinks,False
2025-07-15,what is c++,informational,https://www.example.com/abozqhny/nhmlahxez/fvlydiidno,What Is C++ | Pricing,desktop,AU,en,google_news,u_12508595,s_bd922064,19,5,1,0.2,104,False,sitelinks,False
2025-07-15,what is fpga,informational,https://docs.example.com/pthnx/odjn,What Is Fpga – Ultimate Guide,mobile,US,en,google_discover,u_7781ed3d,s_343f7bdf,20,6,0,0.0,0,True,localpack,False
2025-07-15,what is headphones,informational,https://blog.example.com/uerz,What Is Headphones | Docs,desktop,US,de,google_news,u_fed6ae99,s_e9126212,15,4,0,0.0,0,True,none,False
2025-07-15,what is insurance,informational,https://blog.example.com/lfcu/oywcjf,What Is Insurance | Docs,desktop,IN,en,google_images,u_9cfe9420,s_45394d9f,1,1,0,0.0,0,True,video,False
2025-07-15,what is python,informational,https://blog.example.com/jtne/qyoqdolwa/ggwrv,What Is Python,desktop,US,en,google_discover,u_debcfe15,s_62408df7,27,4,1,0.25,80,False,faq,False
2025-07-15,what is python,informational,https://shop.example.com/caithaoi/kgbpruli,What Is Python | Official Site,mobile,BR,en-GB,google_images,u_cadcbc2b,s_7d88701a,37,7,1,0.1429,85,False,faq,False
2025-07-15,what is python,informational,https://docs.example.com/malqoif/mqndgfogg/rsshh,What Is Python – Reviews,desktop,CA,en,google_news,u_16c677da,s_1f76daa2,36,2,1,0.5,111,False,faq,False
2025-07-15,what is python,informational,https://blog.example.com/lojvjash/hlumvkpsk,What Is Python – Ultimate Guide,mobile,JP,en-US,google_images,u_709f08f0,s_3e9a4609,33,6,0,0.0,0,True,faq,False
2025-07-15,what is python,informational,https://support.example.com/ubpjcy/wodzfsv,What Is Python – Ultimate Guide,mobile,FR,de,google_images,u_516ca45c,s_750aff76,13,1,0,0.0,0,True,faq,False
2025-07-15,what is python,informational,https://support.example.com/lxsvfve,What Is Python – Reviews,mobile,IN,en-GB,google_images,u_2c696be5,s_a3cde75d,27,5,1,0.2,149,False,faq,False
2025-07-15,what is python,informational,https://shop.example.com/becj/frea/ttveg,What Is Python | Official Site,mobile,BR,en,google_discover,u_3540577b,s_6f35ff3d,5,1,0,0.0,0,True,faq,False
2025-07-15,what is python,informational,https://blog.example.com/buityjgzgj,What Is Python | Official Site,desktop,US,en-US,google_news,u_8db885e5,s_67d7ac25,36,5,0,0.0,0,True,faq,False
2025-07-15,youtube,informational,https://blog.example.com/fmluulb/nvhovtf,Youtube – Ultimate Guide,mobile,US,en,google_news,u_c6e9f8cc,s_7e02949f,7,1,0,0.0,0,True,sitelinks,False
2025-07-16,bank,informational,https://news.example.com/kzlriak,Bank,desktop,US,en,google_discover,u_68bc899e,s_151cf712,4,14,3,0.2143,112,False,faq,False
2025-07-16,benefits of credit card,informational,https://blog.example.com/zolcokvg/xlpyhz/hugudqn,Benefits Of Credit Card – Ultimate Guide,mobile,GB,en,google_discover,u_26e1df8c,s_e57a4484,12,2,2,1.0,138,False,sitelinks,False
2025-07-16,benefits of credit card,informational,https://www.example.com/nvmy,Benefits Of Credit Card | Official Site,mobile,AU,en,google,u_0f078457,s_96a7e256,21,3,1,0.3333,117,False,sitelinks,False
2025-07-16,benefits of credit card,informational,https://shop.example.com/wmdpqkwi,Benefits Of Credit Card,desktop,GB,en,google_discover,u_93e89796,s_39585674,50,2,0,0.0,0,True,sitelinks,False
2025-07-16,benefits of insurance,informational,https://blog.example.com/vfnyrsdz/cunguzotuz,Benefits Of Insurance – Reviews,mobile,IN,en,google_news,u_e693d85f,s_162a7f86,30,5,0,0.0,0,True,shopping,False
2025-07-16,best fpga,informational,https://www.example.com/odruwmvj,Best Fpga,desktop,US,en,google_news,u_601af0ca,s_d253ffa4,37,3,1,0.3333,131,False,sitelinks,False
2025-07-16,best python,informational,https://news.example.com/orhbjfw/oaquauaxa/egkssb,Best Python,mobile,IN,fr,google_discover,u_cce2f458,s_cfec7ef5,45,3,0,0.0,0,True,faq,False
2025-07-16,best python,informational,https://docs.example.com/lodoy,Best Python – Reviews,desktop,US,en,google_discover,u_0296eb62,s_334ebd71,35,11,2,0.1818,120,False,faq,False
2025-07-16,best python,informational,https://blog.example.com/pumnlejc/bwfn,Best Python – Reviews,mobile,AU,en,google_news,u_d4eba7ff,s_f54ec187,19,3,1,0.3333,98,False,faq,False
2025-07-16,best way to coffee,informational,https://docs.example.com/qebwydmv/xcgwrrwv/kqvsxbhcf,Best Way To Coffee,mobile,JP,en,google_images,u_ffc42157,s_316c88a8,35,3,0,0.0,0,True,faq,False
2025-07-16,best way to laptop,informational,https://docs.example.com/dzew/orwfaxgd/bvtcezumk,Best Way To Laptop – Reviews,mobile,US,en-GB,google,u_a66a9f72,s_c5f2dc5d,34,1,0,0.0,0,True,localpack,False
2025-07-16,best way to laptop,informational,https://news.example.com/rnlnzkx/kllaaz/bjbqkvlae,Best Way To Laptop | Official Site,mobile,US,en-GB,google,u_8b964246,s_fff4855e,3,2,0,0.0,0,True,localpack,False
2025-07-16,best way to router,informational,https://blog.example.com/plqemi/wppbdos,Best Way To Router – Reviews,desktop,IN,en,google_discover,u_217c3ef7,s_a260a5a5,27,4,0,0.0,0,True,none,False
2025-07-16,buy fpga,transactional,https://news.example.com/xrmqc/bufof,Buy Fpga – Ultimate Guide,mobile,JP,en,google_images,u_8769e51f,s_f7b1a7a1,3,1,0,0.0,0,True,faq,False
2025-07-16,buy fpga,transactional,https://docs.example.com/ylblfeqg/ujzr,Buy Fpga | Pricing,tablet,US,en-US,google_news,u_a0b7bcb5,s_7a164b86,2,5,1,0.2,61,True,faq,False
2025-07-16,c++ bank,informational,https://news.example.com/uargfphsyo/zrfyslzcvr,C++ Bank | Pricing,mobile,US,en,google_discover,u_73cfe723,s_2e3c075e,50,1,0,0.0,0,True,none,False
2025-07-16,climate change wikipedia,informational,https://www.example.com/qrdn/aoakvvsozn,Climate Change Wikipedia,mobile,CA,en,google_news,u_7e3cd1c6,s_b07edddc,36,7,1,0.1429,127,False,video,False
2025-07-16,coupon coffee,transactional,https://blog.example.com/nxxv/cvhjg/osbst,Coupon Coffee – Reviews,mobile,US,en,google_news,u_683d4a6e,s_93bfa5ef,43,1,0,0.0,0,True,sitelinks,False
2025-07-16,coupon coffee,transactional,https://shop.example.com/koen/bgfynoq,Coupon Coffee – Ultimate Guide,desktop,DE,de,google,u_53128b0a,s_ebc40b99,28,1,0,0.0,0,True,sitelinks,False
2025-07-16,coupon coffee,transactional,https://shop.example.com/yedyatf/jehuqsgu,Coupon Coffee | Official Site,mobile,IN,en,google_images,u_cab8369e,s_138d6c6f,26,3,1,0.3333,104,False,sitelinks,False
2025-07-16,coupon pizza,transactional,https://shop.example.com/givtmy/ifsoell,Coupon Pizza,mobile,US,en,google_images,u_1e8b4aee,s_0fb6d6dc,14,3,0,0.0,0,True,sitelinks,False
2025-07-16,coupon pizza,transactional,https://docs.example.com/lgtahbhuo/nhiztb,Coupon Pizza – Ultimate Guide,desktop,GB,en,google_images,u_abb33812,s_f0a4b84e,17,3,0,0.0,0,True,sitelinks,False
2025-07-16,discount fpga,transactional,https://docs.example.com/hinsuxrrko/xmzvfnxoyq/kskhhq,Discount Fpga,mobile,FR,en,google_news,u_2eea3353,s_07c61b25,3,10,2,0.2,34,True,shopping,False
2025-07-16,discount headphones,transactional,https://blog.example.com/xdzjhkq,Discount Headphones | Docs,desktop,CA,en,google_news,u_77b3ce3b,s_e8007695,11,7,1,0.1429,78,False,shopping,False
2025-07-16,discount pizza,transactional,https://support.example.com/bnbt,Discount Pizza | Pricing,mobile,FR,en,google_images,u_379bfb07,s_bb43c8f0,18,3,0,0.0,0,True,news,False
