date,query,query_category,page,title,device,country,language,referrer,user_id,session_id,position,impressions,clicks,ctr,dwell_time_s,bounce,serp_features,is_brand
2025-07-08,tutorial coffee,informational,https://shop.example.com/iatuebaanv/iogk/tjezfpjmgr,Tutorial Coffee,mobile,AU,en,google_news,u_7263e9d5,s_d07ac244,4,1,0,0.0,0,True,faq,False
2025-07-08,tutorial fpga,informational,https://blog.example.com/lndpx/mcact,Tutorial Fpga | Official Site,mobile,US,en,google,u_4ea4574b,s_5405c8a2,21,10,2,0.2,110,False,shopping,False
2025-07-08,tutorial fpga,informational,https://news.example.com/izzvdwspv/rhoake/czeejknif,Tutorial Fpga,desktop,US,fr,google_news,u_46603010,s_4e0359fe,36,3,1,0.3333,125,False,shopping,False
2025-07-08,tutorial fpga,informational,https://www.example.com/modqv/lhgxwtnm/tkmehknc,Tutorial Fpga,mobile,US,en-US,google_images,u_6274c725,s_8cd0986a,19,2,0,0.0,0,True,shopping,False
2025-07-08,tutorial fpga,informational,https://docs.example.com/jmmoindsjs/xscvfmk,Tutorial Fpga – Ultimate Guide,desktop,CA,en,google,u_3e848993,s_14af221e,15,4,2,0.5,118,False,shopping,False
2025-07-08,tutorial fpga,informational,https://www.example.com/mwgtyq,Tutorial Fpga | Pricing,desktop,FR,en-US,google_images,u_49d77575,s_c1153d9d,22,1,1,1.0,70,False,shopping,False
2025-07-08,tutorial headphones,informational,https://docs.example.com/oewf/bfbfmtowqh,Tutorial Headphones | Docs,mobile,US,en-GB,google,u_8843f46a,s_e4aa1d2c,17,5,2,0.4,127,False,none,False
2025-07-08,tutorial laptop,informational,https://docs.example.com/zlpocn/gvghmwpp,Tutorial Laptop | Docs,desktop,BR,en-US,google_images,u_bc0a7cc6,s_50ab899f,36,4,0,0.0,0,True,shopping,False
2025-07-08,tutorial python,informational,https://docs.example.com/qnxhlkwt/nkguwt,Tutorial Python – Ultimate Guide,desktop,US,en,google,u_e686b668,s_c9dc4618,11,6,2,0.3333,121,False,shopping,False
2025-07-08,tutorial redis,informational,https://docs.example.com/wihhre/tvxwj,Tutorial Redis | Official Site,tablet,US,en,google,u_41b5d044,s_5ce694ef,31,4,0,0.0,0,True,faq,False
2025-07-08,tutorial redis,informational,https://docs.example.com/kttsbroor/utxb,Tutorial Redis | Docs,desktop,FR,en,google_images,u_ceb15c5e,s_2980eed9,7,2,0,0.0,0,True,faq,False
2025-07-08,tutorial redis,informational,https://docs.example.com/iiogsc/qmnajtzdm,Tutorial Redis – Ultimate Guide,mobile,DE,en,google_images,u_f971085c,s_ff79acad,5,1,0,0.0,0,True,faq,False
2025-07-08,what is climate change,informational,https://support.example.com/nimap/fzwpcsrnxg,What Is Climate Change – Reviews,mobile,DE,en-US,google_discover,u_0a5f7a07,s_1fb6f319,25,1,0,0.0,0,True,news,False
2025-07-08,what is climate change,informational,https://www.example.com/beaiuxo/xphftj,What Is Climate Change – Ultimate Guide,desktop,CA,en-GB,google,u_b5b72bb5,s_5e85b88e,2,1,1,1.0,101,False,news,False
2025-07-08,what is coffee,informational,https://news.example.com/qfivwpj/fsscd/turteekazc,What Is Coffee – Ultimate Guide,mobile,GB,en,google,u_1c294646,s_e8d6bea5,29,1,0,0.0,0,True,shopping,False
2025-07-08,what is credit card,informational,https://shop.example.com/wznjpy/zthjrdhm/eveyprwkpq,What Is Credit Card,desktop,GB,en,google_discover,u_bd53b438,s_d13060f4,33,5,0,0.0,0,True,news,False
2025-07-08,what is laptop,informational,https://support.example.com/guizjgveo/gdvestqihl,What Is Laptop – Ultimate Guide,desktop,DE,en,google_discover,u_d0f0ef63,s_387432c3,11,4,0,0.0,0,True,faq,False
2025-07-08,what is pizza,informational,https://support.example.com/qafgy/ypsbfyok/blrtvbogs,What Is Pizza | Official Site,mobile,GB,en,google_news,u_8fbdd7c4,s_eaf95470,36,4,0,0.0,0,True,localpack,False
2025-07-08,what is redis,informational,https://www.example.com/bqzd,What Is Redis – Reviews,desktop,DE,en,google_discover,u_589bd65a,s_397bdda4,12,1,0,0.0,0,True,video,False
2025-07-08,what is ssd,informational,https://blog.example.com/laokambb/oaih,What Is Ssd | Official Site,desktop,DE,en,google_discover,u_0e9597f7,s_373ab265,2,3,0,0.0,0,True,localpack,False
2025-07-09,bank,informational,https://support.example.com/uhnlanr/uqose,Bank – Reviews,desktop,CA,en,google_discover,u_07182310,s_b44a1341,38,3,0,0.0,0,True,shopping,False
2025-07-09,benefits of c++,informational,https://blog.example.com/tskjcfwimz/cowln,Benefits Of C++ | Docs,desktop,IN,fr,google_news,u_ea80fc27,s_7060359c,28,3,1,0.3333,123,False,faq,False
2025-07-09,benefits of climate change,informational,https://docs.example.com/nhmofzem,Benefits Of Climate Change | Docs,mobile,US,en-US,google,u_6c1fe883,s_e03108ea,14,1,1,1.0,111,False,none,False
2025-07-09,benefits of coffee,informational,https://shop.example.com/xkokqjl/oagoh,Benefits Of Coffee | Official Site,desktop,US,en-US,google_discover,u_79b853f8,s_263f4f03,50,4,1,0.25,146,False,shopping,False
2025-07-09,benefits of laptop,informational,https://docs.example.com/tdyuqucr/rytzmvlx/lsdu,Benefits Of Laptop | Official Site,desktop,US,en,google_discover,u_9882908e,s_1055da33,32,4,0,0.0,0,True,image,False
2025-07-09,benefits of laptop,informational,https://news.example.com/kdtimjxouk,Benefits Of Laptop | Official Site,desktop,US,en,google_news,u_96fe81cb,s_6b93a397,6,4,1,0.25,115,False,image,False
2025-07-09,benefits of laptop,informational,https://blog.example.com/uubfj/kaeq/ubzc,Benefits Of Laptop | Official Site,desktop,BR,en,google_news,u_decb6e20,s_78abf1f8,26,3,1,0.3333,109,False,image,False
2025-07-09,best credit card,informational,https://news.example.com/ysdnxkcte/qcdvydttft,Best Credit Card | Docs,mobile,US,en,google,u_643bb360,s_03ad0608,32,2,0,0.0,0,True,faq,False
2025-07-09,best insurance,informational,https://www.example.com/khntpql/ssaivihbuo/jmniqdiao,Best Insurance | Pricing,mobile,GB,en,google_discover,u_72e1fedb,s_85cb72c6,43,1,1,1.0,124,False,image,False
2025-07-09,best insurance,informational,https://www.example.com/gxztp/hdppnvo/puvvm,Best Insurance,mobile,DE,en,google_news,u_dcb8b6ea,s_ec0fcb72,16,1,0,0.0,0,True,image,False
2025-07-09,best python,informational,https://blog.example.com/sfilgoxof/wzmnyefnnm/xgik,Best Python – Reviews,desktop,US,en,google_news,u_518b6fb4,s_8d7b4db4,47,2,0,0.0,0,True,image,False
2025-07-09,best ssd,informational,https://docs.example.com/mhvqtntyot/whbijjkam,Best Ssd | Docs,mobile,GB,en-GB,google,u_8f33ae61,s_af356095,8,1,0,0.0,0,True,sitelinks,False
2025-07-09,best way to climate change,informational,https://support.example.com/cuuapwptd/qufgboegfr,Best Way To Climate Change | Official Site,tablet,IN,en,google_discover,u_227548f4,s_3d0226b8,12,1,0,0.0,0,True,none,False
2025-07-09,best way to climate change,informational,https://shop.example.com/noprj/xxidtspm/dtstjacq,Best Way To Climate Change – Reviews,mobile,US,en-US,google_discover,u_bca2ed99,s_75e1af0e,21,4,0,0.0,0,True,none,False
2025-07-09,best way to climate change,informational,https://blog.example.com/uzmx/ncgwr,Best Way To Climate Change | Docs,mobile,US,en,google_news,u_43cb1f09,s_f49cec02,18,4,2,0.5,110,False,none,False
2025-07-09,best way to climate change,informational,https://docs.example.com/ufwnvbmsaq/wikkbcpvcl/jcvyjdj,Best Way To Climate Change – Ultimate Guide,desktop,DE,en,google_discover,u_ac6e8d75,s_81c22243,29,2,1,0.5,96,True,none,False
2025-07-09,best way to climate change,informational,https://blog.example.com/zhhmcsdttr/wepvpyo,Best Way To Climate Change | Pricing,mobile,US,en-US,google_images,u_ef4dede4,s_84ba80f7,20,7,0,0.0,0,True,none,False
2025-07-09,best way to climate change,informational,https://news.example.com/kumqmulxc,Best Way To Climate Change – Ultimate Guide,mobile,US,en,google_news,u_ed93def8,s_6fb8ecda,39,2,0,0.0,0,True,none,False
2025-07-09,best way to climate change,informational,https://blog.example.com/nsvftpgqr/ajmguhj/xilhykrw,Best Way To Climate Change | Docs,desktop,US,en,google_images,u_24b1d2ff,s_42b09692,41,1,0,0.0,0,True,none,False
2025-07-09,best way to climate change,informational,https://support.example.com/lqetlv/hkkz,Best Way To Climate Change | Official Site,desktop,GB,en,google_images,u_e5966f7f,s_a7fc0ef6,16,9,0,0.0,0,True,none,False
2025-07-09,best way to climate change,informational,https://www.example.com/nohrra/missdtkb/tobfus,Best Way To Climate Change – Reviews,desktop,CA,en,google,u_284d823d,s_78cddc01,2,2,0,0.0,0,True,none,False
2025-07-09,best way to climate change,informational,https://support.example.com/xpuwa,Best Way To Climate Change – Ultimate Guide,desktop,FR,en,google_images,u_38feb40d,s_5ad76bf5,42,3,1,0.3333,159,False,none,False
2025-07-09,best way to climate change,informational,https://docs.example.com/yijjjzowp/wfjlsmhk,Best Way To Climate Change | Pricing,desktop,US,en-GB,google_discover,u_30e6a71a,s_66b75dda,46,3,1,0.3333,88,False,none,False
2025-07-09,best way to climate change,informational,https://support.example.com/xijwz/ydeqdb,Best Way To Climate Change | Official Site,mobile,US,en,google_images,u_22f0fb7a,s_998c04ba,25,3,1,0.3333,118,False,none,False
2025-07-09,best way to climate change,informational,https://docs.example.com/zmetzwpec/qqrnjeonx,Best Way To Climate Change,desktop,US,en,google_images,u_cd277f09,s_1adc4204,13,3,2,0.6667,93,False,none,False
2025-07-09,best way to climate change,informational,https://support.example.com/jfvljrx/qjdzaqsv/aiaocnphws,Best Way To Climate Change – Ultimate Guide,desktop,DE,en-US,google_news,u_3e11b01d,s_ea39ef1b,25,2,0,0.0,0,True,none,False
2025-07-09,best way to climate change,informational,https://news.example.com/afoy,Best Way To Climate Change – Reviews,mobile,US,en,google_news,u_0ecea3f8,s_449d27db,26,1,0,0.0,0,True,none,False
2025-07-09,best way to climate change,informational,https://shop.example.com/snrnxxhxul,Best Way To Climate Change | Pricing,mobile,AU,en-GB,google,u_615268fa,s_29540e4c,12,1,0,0.0,0,True,none,False
2025-07-09,best way to climate change,informational,https://www.example.com/roxjmah/drxykzy/vssyvrk,Best Way To Climate Change,desktop,AU,en-US,google,u_e391c196,s_34495141,5,1,0,0.0,0,True,none,False
2025-07-09,best way to climate change,informational,https://docs.example.com/mdwm/okrhpqhv,Best Way To Climate Change – Ultimate Guide,desktop,US,en,google_discover,u_bbcdbdd7,s_857ffaeb,5,7,1,0.1429,76,False,none,False
2025-07-09,best way to climate change,informational,https://www.example.com/qdblrzmcwo/eervqkay/wbtfcaik,Best Way To Climate Change | Docs,mobile,US,en-GB,google,u_a6beac2f,s_da3e3ba1,24,7,0,0.0,0,True,none,False
2025-07-09,best way to coffee,informational,https://news.example.com/zmojalsbw/rbmjvt,Best Way To Coffee | Official Site,mobile,US,en,google,u_3832b465,s_d64f6a93,41,2,0,0.0,0,True,faq,False
2025-07-09,best way to coffee,informational,https://docs.example.com/jgfqiaz/ijgj,Best Way To Coffee – Ultimate Guide,desktop,US,en,google,u_2de6160b,s_09a70dc1,44,4,1,0.25,155,False,faq,False
2025-07-09,best way to coffee,informational,https://www.example.com/jjutfre/jzkitzgh,Best Way To Coffee | Docs,desktop,US,en,google,u_cf30b919,s_1dc6aad2,15,5,2,0.4,95,False,faq,False
2025-07-09,best way to coffee,informational,https://shop.example.com/zhvotlk,Best Way To Coffee – Ultimate Guide,mobile,US,en,google_news,u_3118ac21,s_357b6147,5,3,2,0.6667,77,False,faq,False
2025-07-09,best way to laptop,informational,https://shop.example.com/uphn/uqji/zbwmd,Best Way To Laptop | Official Site,mobile,US,en,google_news,u_607b5e53,s_128a36ec,12,2,0,0.0,0,True,image,False
2025-07-09,best way to laptop,informational,https://news.example.com/rrtewsdw/saifnny/laeshz,Best Way To Laptop | Official Site,mobile,US,en,google_images,u_42b14dff,s_7e1ed2e7,16,8,2,0.25,118,False,image,False
2025-07-09,best way to laptop,informational,https://docs.example.com/pyvoavnym/evgetid/fuorme,Best Way To Laptop | Pricing,mobile,BR,en,google,u_c642e38e,s_4ead3163,38,6,1,0.1667,137,False,image,False
2025-07-09,best way to laptop,informational,https://shop.example.com/telrzx/ezbc,Best Way To Laptop | Docs,tablet,FR,en,google_images,u_0f5aa322,s_a9e2122a,8,7,2,0.2857,99,False,image,False
2025-07-09,best way to laptop,informational,https://support.example.com/aqjai,Best Way To Laptop – Ultimate Guide,mobile,US,en,google_discover,u_6a2c5e5c,s_2941f7be,30,2,0,0.0,0,True,image,False
2025-07-09,best way to laptop,informational,https://docs.example.com/whcmxur/ywxu,Best Way To Laptop – Reviews,desktop,US,en,google_images,u_78243ffb,s_e32eeff4,1,4,1,0.25,82,False,image,False
2025-07-09,best way to laptop,informational,https://news.example.com/xydopapr/ochyydf,Best Way To Laptop – Ultimate Guide,desktop,US,en,google_news,u_5ec13dd0,s_c321c618,14,4,2,0.5,120,False,image,False
2025-07-09,best way to laptop,informational,https://www.example.com/svrige/jlgeg,Best Way To Laptop | Docs,mobile,US,fr,google_news,u_520314ab,s_5dd30dcf,16,15,1,0.0667,127,False,image,False
2025-07-09,best way to laptop,informational,https://blog.example.com/elbsy,Best Way To Laptop | Official Site,mobile,US,en-US,google,u_a5b6cf36,s_015dd178,37,5,0,0.0,0,True,image,False
2025-07-09,best way to laptop,informational,https://docs.example.com/wwafe,Best Way To Laptop – Ultimate Guide,mobile,IN,en,google_images,u_8915ec4f,s_ca1dd5f1,11,2,0,0.0,0,True,image,False
2025-07-09,best way to laptop,informational,https://news.example.com/xyuor,Best Way To Laptop – Ultimate Guide,mobile,DE,en-US,google_images,u_e99d5799,s_8020ea1e,10,3,1,0.3333,110,False,image,False
2025-07-09,best way to laptop,informational,https://news.example.com/kroje/pgtxffr/wyht,Best Way To Laptop – Reviews,mobile,DE,en,google_discover,u_18823501,s_2df9b0fd,11,1,0,0.0,0,True,image,False
2025-07-09,best way to laptop,informational,https://blog.example.com/flitiq,Best Way To Laptop | Pricing,mobile,US,en,google_news,u_9b8eb165,s_a0832f76,17,7,0,0.0,0,True,image,False
2025-07-09,best way to laptop,informational,https://www.example.com/qqbixcj/djbtmj,Best Way To Laptop – Reviews,desktop,IN,en,google,u_4873c654,s_bb0358bd,7,1,0,0.0,0,True,image,False
2025-07-09,best way to laptop,informational,https://www.example.com/oexzhcpxl/mmbprv,Best Way To Laptop – Ultimate Guide,desktop,GB,en,google_news,u_cf240621,s_86677abd,5,2,0,0.0,0,True,image,False
2025-07-09,best way to laptop,informational,https://docs.example.com/irbmc/qawcn/jasjbvsbv,Best Way To Laptop | Docs,desktop,GB,en-US,google_images,u_0172c458,s_23831afb,48,2,1,0.5,84,False,image,False
2025-07-09,best way to laptop,informational,https://news.example.com/uesd,Best Way To Laptop | Official Site,desktop,IN,en,google,u_65f46524,s_bdb8f869,36,2,1,0.5,105,False,image,False
2025-07-09,best way to laptop,informational,https://news.example.com/vxlfvghbkq/ouwppv,Best Way To Laptop – Reviews,mobile,US,en-GB,google,u_4c8318fc,s_876188d2,11,1,0,0.0,0,True,image,False
2025-07-09,best way to laptop,informational,https://news.example.com/gbpybhvyb/uxrsgysyy/rwqf,Best Way To Laptop – Reviews,mobile,US,en,google,u_a690aa82,s_ebaacb67,27,7,0,0.0,0,True,image,False
2025-07-09,best way to laptop,informational,https://docs.example.com/isoseaql/zffhoqlfkg,Best Way To Laptop | Docs,desktop,US,en,google_news,u_ddf2d241,s_9ab6dfa0,48,5,0,0.0,0,True,image,False
2025-07-09,best way to laptop,informational,https://docs.example.com/gkuyij/gjvvimef/tgvx,Best Way To Laptop – Ultimate Guide,mobile,AU,en,google_discover,u_6dc7a85e,s_87c4a928,5,1,0,0.0,0,True,image,False
2025-07-09,best way to laptop,informational,https://support.example.com/vtaho,Best Way To Laptop – Reviews,desktop,FR,en,google,u_28401e77,s_7b7f4596,20,5,0,0.0,0,True,image,False
2025-07-09,best way to laptop,informational,https://docs.example.com/aublhni/srsyohgon/ntatbife,Best Way To Laptop | Docs,desktop,AU,en-US,google_news,u_7f032198,s_75727ae7,26,1,0,0.0,0,True,image,False
2025-07-09,best way to laptop,informational,https://support.example.com/tutcva/vaitsl,Best Way To Laptop | Official Site,mobile,US,en,google_news,u_b1aae068,s_8105cf5a,45,5,1,0.2,176,False,image,False
2025-07-09,best way to laptop,informational,https://docs.example.com/xirpsqfhrf,Best Way To Laptop,mobile,US,en,google,u_3f0f1a95,s_0354eb9a,20,2,0,0.0,0,True,image,False
2025-07-09,best way to laptop,informational,https://docs.example.com/tenfd/srxgwwvi,Best Way To Laptop – Ultimate Guide,tablet,BR,en,google,u_20926d45,s_347dcf4f,34,2,0,0.0,0,True,image,False
2025-07-09,best way to laptop,informational,https://blog.example.com/sgzjuztcnx/vbeys,Best Way To Laptop | Docs,mobile,US,en,google_images,u_4cd4452c,s_451d95bf,2,5,1,0.2,65,False,image,False
2025-07-09,best way to laptop,informational,https://shop.example.com/itjeuur/cxodhy/fnzcwrkxqe,Best Way To Laptop | Docs,mobile,US,en-US,google,u_2baac9dd,s_3e4ef974,40,3,0,0.0,0,True,image,False
2025-07-09,best way to laptop,informational,https://news.example.com/pnggdo,Best Way To Laptop | Official Site,desktop,US,de,google_discover,u_5a255ada,s_b8cfb707,11,3,2,0.6667,81,False,image,False
2025-07-09,best way to laptop,informational,https://news.example.com/fcmualhdy,Best Way To Laptop – Reviews,mobile,US,fr,google_discover,u_7779e9e6,s_78c53432,2,4,1,0.25,62,False,image,False
2025-07-09,best way to laptop,informational,https://news.example.com/vbnserb,Best Way To Laptop | Pricing,mobile,AU,en,google,u_699c775b,s_4d5b3d19,2,2,2,1.0,84,False,image,False
2025-07-09,best way to laptop,informational,https://news.example.com/whhngkywq,Best Way To Laptop – Reviews,mobile,GB,en,google_images,u_ad1957d7,s_c0a041df,26,2,1,0.5,145,False,image,False
2025-07-09,best way to laptop,informational,https://www.example.com/jqgdupedma/fsafxdq,Best Way To Laptop – Reviews,mobile,US,en,google_images,u_83b76541,s_4a81fcab,27,4,2,0.5,73,False,image,False
2025-07-09,best way to laptop,informational,https://support.example.com/tjagofw/zkatxigpu,Best Way To Laptop – Ultimate Guide,tablet,US,en-US,google_discover,u_b0558151,s_296d1abb,22,1,1,1.0,133,False,image,False
2025-07-09,best way to laptop,informational,https://shop.example.com/xtdshhrfrd/xywyvfhxk,Best Way To Laptop,desktop,US,en-GB,google_images,u_35997643,s_9902afa7,36,3,0,0.0,0,True,image,False
2025-07-09,best way to laptop,informational,https://docs.example.com/suvkmnn,Best Way To Laptop | Official Site,desktop,US,en,google_discover,u_5cd31b64,s_6361f5db,25,1,0,0.0,0,True,image,False
2025-07-09,best way to laptop,informational,https://support.example.com/engnv/jlekiwmyx/ugnoicf,Best Way To Laptop – Ultimate Guide,mobile,IN,en,google,u_35c38fee,s_c9b48bac,41,1,0,0.0,0,True,image,False
2025-07-09,best way to laptop,informational,https://docs.example.com/nsedls/accxdchcm/zzsrby,Best Way To Laptop | Docs,desktop,US,en,google,u_40cf1765,s_edd58b47,7,1,0,0.0,0,True,image,False
2025-07-09,best way to laptop,informational,https://news.example.com/idprluj,Best Way To Laptop | Official Site,mobile,AU,en-GB,google_discover,u_085a4e86,s_171680cf,32,5,0,0.0,0,True,image,False
2025-07-09,best way to laptop,informational,https://news.example.com/cayumvdcfm,Best Way To Laptop | Official Site,desktop,US,en,google_discover,u_f5c49238,s_6ced9d22,32,3,0,0.0,0,True,image,False
2025-07-09,best way to laptop,informational,https://news.example.com/qist,Best Way To Laptop – Ultimate Guide,desktop,DE,en,google_discover,u_68e7534a,s_1ea17177,14,4,0,0.0,0,True,image,False
2025-07-09,best way to pizza,informational,https://docs.example.com/hvdphxtqxm/wxkta,Best Way To Pizza | Official Site,desktop,US,en,google_news,u_dfb7888a,s_22b2274d,24,3,0,0.0,0,True,localpack,False
2025-07-09,best way to redis,informational,https://shop.example.com/fjxg/grjfmf/hrptcmpdt,Best Way To Redis – Ultimate Guide,desktop,CA,en,google_news,u_1f143a40,s_4eedfabc,44,1,0,0.0,0,True,faq,False
2025-07-09,best way to redis,informational,https://www.example.com/lujq,Best Way To Redis – Reviews,mobile,BR,en,google_images,u_7e01dd0e,s_f1450b90,20,5,0,0.0,0,True,faq,False
2025-07-09,best way to redis,informational,https://blog.example.com/vtjdci/nraaovztnt/atdf,Best Way To Redis,tablet,GB,en,google,u_dfbc9322,s_c858b646,38,3,0,0.0,0,True,faq,False
2025-07-09,best way to redis,informational,https://support.example.com/jeigwwsui/bjlmkgrviq/durjllf,Best Way To Redis | Official Site,desktop,IN,de,google_images,u_73b1fa76,s_39223c84,4,3,0,0.0,0,True,faq,False
2025-07-09,best way to redis,informational,https://docs.example.com/esfd,Best Way To Redis,mobile,US,en,google_news,u_00b320b1,s_4e69c039,30,10,3,0.3,115,False,faq,False
2025-07-09,best way to redis,informational,https://blog.example.com/vncyo,Best Way To Redis | Docs,desktop,BR,en-US,google_images,u_e7e838c2,s_63052e29,16,4,1,0.25,147,True,faq,False
2025-07-09,best way to redis,informational,https://news.example.com/gvpewfi,Best Way To Redis | Official Site,desktop,BR,en-US,google_discover,u_a0b0c59f,s_df326ac5,10,7,0,0.0,0,True,faq,False
2025-07-09,best way to redis,informational,https://shop.example.com/plbbcjo,Best Way To Redis | Pricing,mobile,GB,en-GB,google_discover,u_e0cdeee1,s_68fb8670,1,16,7,0.4375,100,False,faq,False
2025-07-09,best way to redis,informational,https://www.example.com/suohnve/kdyb,Best Way To Redis,mobile,US,en,google,u_00d7bb19,s_127583ef,37,3,0,0.0,0,True,faq,False
2025-07-09,best way to redis,informational,https://shop.example.com/knzpwx/fjygzlyw,Best Way To Redis | Docs,mobile,JP,en,google_images,u_d3e0a5ab,s_218306b6,39,6,0,0.0,0,True,faq,False
2025-07-09,best way to redis,informational,https://news.example.com/fkoyom,Best Way To Redis – Reviews,mobile,US,de,google_images,u_d359cdf5,s_ad935634,1,4,3,0.75,53,False,faq,False
2025-07-09,best way to redis,informational,https://blog.example.com/dtklxe/ryedrajiqi,Best Way To Redis – Ultimate Guide,desktop,CA,fr,google,u_2fa33db0,s_5347853c,3,1,0,0.0,0,True,faq,False
2025-07-09,best way to redis,informational,https://news.example.com/bemc,Best Way To Redis | Docs,desktop,US,de,google_discover,u_1cc226ab,s_e3b9f6dc,40,8,3,0.375,169,False,faq,False
2025-07-09,best way to redis,informational,https://www.example.com/oisai/qeycxpdhn/gsjqgd,Best Way To Redis,desktop,GB,en,google_discover,u_45f53c4a,s_81b36af7,43,2,0,0.0,0,True,faq,False
2025-07-09,best way to ssd,informational,https://blog.example.com/mjvvqky,Best Way To Ssd,mobile,DE,en,google_news,u_4e47c43c,s_c92c8cb6,13,8,1,0.125,103,False,image,False
2025-07-09,buy c++,transactional,https://docs.example.com/slsglnbgbb/prsespiy,Buy C++ | Pricing,desktop,IN,en-GB,google_discover,u_021cabf0,s_9c35a9a3,31,5,1,0.2,81,False,sitelinks,False
2025-07-09,buy climate change,transactional,https://www.example.com/mjeuf,Buy Climate Change | Docs,mobile,US,en,google,u_f55e4cd9,s_d1fe5198,16,4,0,0.0,0,True,faq,False
2025-07-09,buy climate change,transactional,https://support.example.com/yoormwrn,Buy Climate Change,desktop,US,en,google_news,u_79221d11,s_9fe221bf,31,15,3,0.2,93,False,faq,False
2025-07-09,buy coffee,transactional,https://www.example.com/ytog/soxmlveba,Buy Coffee – Ultimate Guide,mobile,GB,en,google_discover,u_2add94f8,s_0654ea19,1,4,2,0.5,88,True,video,False
2025-07-09,buy coffee,transactional,https://shop.example.com/cwcitv/mzbebd,Buy Coffee | Official Site,mobile,US,en-US,google_discover,u_ae53e25e,s_e710fc9b,44,2,0,0.0,0,True,video,False
2025-07-09,buy insurance,transactional,https://shop.example.com/ugmhzrucue,Buy Insurance | Docs,desktop,BR,en,google_discover,u_df3d75b1,s_636c7cb0,6,5,0,0.0,0,True,video,False
2025-07-09,buy router,transactional,https://docs.example.com/sobipq/vofwvgwt/gpwle,Buy Router | Official Site,mobile,GB,en-GB,google_news,u_37c5b504,s_eaa94e33,34,5,2,0.4,72,False,sitelinks,False
2025-07-09,c++ amazon,informational,https://blog.example.com/qogjyo/ovqblx,C++ Amazon | Pricing,desktop,US,en-GB,google_discover,u_52149d4d,s_af8794e7,25,3,0,0.0,0,True,video,False
2025-07-09,c++ closest,informational,https://shop.example.com/aeqo,C++ Closest – Ultimate Guide,mobile,US,en,google,u_175649cf,s_d4b183c1,30,13,2,0.1538,104,False,none,False
2025-07-09,c++ closest,informational,https://www.example.com/mjyczzo/zuvuhmjlfq/ppxsa,C++ Closest – Reviews,mobile,AU,en,google_images,u_ed22b433,s_af0796d7,31,1,0,0.0,0,True,none,False
2025-07-09,c++ closest,informational,https://news.example.com/jxkgrlbz/fiidayxc/xkeqilmzf,C++ Closest – Reviews,desktop,CA,en,google,u_7476968a,s_2e157748,4,8,3,0.375,61,False,none,False
2025-07-09,coffee youtube,informational,https://shop.example.com/dqbs,Coffee Youtube | Pricing,mobile,CA,en,google,u_8c985ecb,s_5840fc28,1,1,0,0.0,0,True,localpack,False
2025-07-09,coupon climate change,transactional,https://docs.example.com/axfpnrxvz/zqzfi/hvfntluxe,Coupon Climate Change | Docs,mobile,DE,en-GB,google_discover,u_b84091c1,s_d7fef25b,3,2,1,0.5,63,False,faq,False
2025-07-09,coupon climate change,transactional,https://news.example.com/tjfkfvt,Coupon Climate Change – Reviews,mobile,GB,en-GB,google_news,u_76e4534b,s_67d7285f,26,3,1,0.3333,69,False,faq,False
2025-07-09,coupon credit card,transactional,https://www.example.com/ffgpotxpb/xuoski/whggeooei,Coupon Credit Card | Docs,mobile,IN,en-GB,google_discover,u_85791a10,s_c51edd1b,7,2,0,0.0,0,True,localpack,False
2025-07-09,coupon credit card,transactional,https://www.example.com/goekkfgikb,Coupon Credit Card – Ultimate Guide,mobile,US,fr,google_images,u_24f0a75d,s_a899b268,35,3,1,0.3333,93,False,localpack,False
2025-07-09,coupon insurance,transactional,https://blog.example.com/bvoecjifk,Coupon Insurance | Pricing,mobile,CA,en-US,google,u_630b02fd,s_2b85c8d2,3,3,0,0.0,0,True,localpack,False
2025-07-09,coupon insurance,transactional,https://docs.example.com/mswgtkbktl/ence,Coupon Insurance – Reviews,mobile,US,en,google_images,u_7882ba72,s_f71ed447,4,13,2,0.1538,84,False,localpack,False
2025-07-09,discount c++,transactional,https://blog.example.com/csatyvqwq,Discount C++ | Docs,desktop,GB,en-US,google,u_e4777495,s_4241465c,28,1,0,0.0,0,True,none,False
2025-07-09,discount pizza,transactional,https://blog.example.com/wuslfrouyj/cduyhq,Discount Pizza – Reviews,desktop,US,en-US,google_images,u_6c589929,s_d5ebcc82,39,6,1,0.1667,98,False,faq,False
2025-07-09,facebook login,navigational,https://shop.example.com/kffajm/bblsqcajzf,Facebook Login | Official Site,mobile,FR,en,google_discover,u_bffa8cf9,s_e78d5a9d,11,9,3,0.3333,30,False,localpack,True
2025-07-09,facebook login,navigational,https://blog.example.com/yrzbuf/rdnfgnu,Facebook Login – Ultimate Guide,mobile,US,en,google_discover,u_e2332d65,s_7ce9b824,30,5,0,0.0,0,True,localpack,True
2025-07-09,facebook login,navigational,https://news.example.com/xtkiq/ekvbvxa,Facebook Login | Pricing,desktop,US,en,google,u_a6af4d1f,s_72c99c9c,22,2,0,0.0,0,True,localpack,True
2025-07-09,fpga map,informational,https://support.example.com/zqldyp/txairf/abjkymsg,Fpga Map | Docs,desktop,AU,en,google_news,u_8f9d81be,s_e7b1566d,13,3,1,0.3333,76,False,image,False
2025-07-09,fpga map,informational,https://shop.example.com/kijtwv/yajwcvj,Fpga Map | Pricing,mobile,GB,en-GB,google,u_c6f560a6,s_cc041cd8,10,1,0,0.0,0,True,image,False
